grade_id,student_id,course_code,grade,letter_grade,semester,exam_date
GRD002440,STU000537,BA201,45.9,F,Spring 2024,2025-04-26
GRD002441,STU000537,CS301,96.24,A,Fall 2023,2025-05-19
GRD002442,STU000537,CS401,90.72,A,Fall 2023,2025-03-18
GRD002443,STU000537,EN101,50.62,F,Fall 2023,2025-02-25
GRD002444,STU000538,MA201,80.35,B,Spring 2025,2025-02-12
GRD002445,STU000538,PH101,62.46,D,Spring 2024,2025-06-27
GRD002446,STU000538,BA201,73.95,C,Fall 2024,2025-09-10
GRD002447,STU000539,CS401,74.41,C,Fall 2023,2025-03-12
GRD002448,STU000539,BA101,66.48,D,Fall 2023,2025-03-12
GRD002449,STU000539,BA301,58.24,F,Fall 2023,2025-06-07
GRD002450,STU000539,MA101,59.64,F,Spring 2025,2025-01-10
GRD002451,STU000539,EN201,56.26,F,Spring 2025,2025-06-15
GRD002452,STU000539,PH101,57.52,F,Spring 2025,2025-06-24
GRD002453,STU000540,EN201,68.99,D,Fall 2023,2025-06-14
GRD002454,STU000540,CS101,59.26,F,Spring 2024,2024-12-25
GRD002455,STU000540,CS401,80.23,B,Fall 2024,2025-10-25
GRD002456,STU000541,CS101,92.31,A,Spring 2024,2025-05-22
GRD002457,STU000541,BA101,61.3,D,Fall 2023,2024-12-03
GRD002458,STU000541,BA301,73.59,C,Spring 2025,2025-03-03
GRD002459,STU000542,EN201,77.5,C,Fall 2023,2025-03-29
GRD002460,STU000542,BA201,77.08,C,Spring 2024,2025-07-28
GRD002461,STU000542,CS101,71.14,C,Fall 2024,2025-10-12
GRD002462,STU000542,CS401,81.14,B,Spring 2024,2025-03-10
GRD002463,STU000543,MA101,77.23,C,Fall 2023,2025-05-07
GRD002464,STU000543,MA201,51.44,F,Spring 2024,2024-12-01
GRD002465,STU000543,PH101,83.04,B,Fall 2023,2025-06-23
GRD002466,STU000543,CS101,83.31,B,Fall 2023,2025-07-18
GRD002467,STU000544,CS301,58.55,F,Fall 2023,2025-08-31
GRD002468,STU000544,BA301,70.57,C,Spring 2024,2025-01-16
GRD002469,STU000544,CS401,80.25,B,Spring 2024,2025-01-04
GRD002470,STU000544,BA201,66.86,D,Fall 2024,2025-04-16
GRD002471,STU000544,MA201,86.09,B,Fall 2024,2025-08-06
GRD002472,STU000545,BA301,100.0,A,Fall 2024,2025-08-13
GRD002473,STU000545,CS101,58.21,F,Spring 2025,2025-07-12
GRD002474,STU000545,PH101,49.28,F,Fall 2023,2025-01-02
GRD002475,STU000545,MA101,74.56,C,Spring 2025,2025-10-28
GRD002476,STU000545,EN201,80.82,B,Spring 2025,2025-09-14
GRD002477,STU000546,CS201,66.54,D,Spring 2024,2025-03-13
GRD002478,STU000546,MA201,91.8,A,Fall 2023,2025-08-17
GRD002479,STU000546,PH101,49.92,F,Fall 2024,2025-08-25
GRD002480,STU000546,MA101,80.39,B,Fall 2024,2024-12-05
GRD002481,STU000547,BA101,60.91,D,Fall 2023,2025-04-30
GRD002482,STU000547,EN201,95.79,A,Spring 2024,2025-10-05
GRD002483,STU000547,PH101,99.89,A,Spring 2025,2025-08-08
GRD002484,STU000547,MA101,58.5,F,Spring 2024,2025-02-26
GRD002485,STU000547,MA201,61.76,D,Fall 2023,2025-03-23
GRD002486,STU000547,CS101,82.89,B,Spring 2025,2025-09-24
GRD002487,STU000548,CS401,64.19,D,Spring 2024,2025-10-07
GRD002488,STU000548,CS101,69.32,D,Fall 2023,2025-07-18
GRD002489,STU000548,BA301,70.38,C,Spring 2025,2025-01-07
GRD002490,STU000549,EN101,41.2,F,Spring 2024,2025-06-09
GRD002491,STU000549,CS301,69.79,D,Fall 2023,2025-01-31
GRD002492,STU000549,PH101,59.65,F,Fall 2023,2025-09-01
GRD002493,STU000549,CS101,62.6,D,Fall 2024,2025-07-13
GRD002494,STU000549,CS401,91.65,A,Spring 2024,2025-05-23
GRD002495,STU000550,CS401,51.15,F,Fall 2024,2025-03-05
GRD002496,STU000550,MA201,82.2,B,Fall 2023,2025-07-26
GRD002497,STU000550,CS101,65.82,D,Spring 2024,2025-01-01
GRD002498,STU000550,BA301,65.8,D,Spring 2024,2025-05-31
GRD002499,STU000550,EN201,81.86,B,Spring 2025,2025-11-06
GRD002500,STU000550,CS201,75.1,C,Spring 2025,2025-10-14
GRD002501,STU000551,MA101,78.56,C,Spring 2024,2025-09-06
GRD002502,STU000551,EN201,84.52,B,Fall 2024,2025-10-20
GRD002503,STU000551,BA101,65.03,D,Fall 2023,2024-12-03
GRD002504,STU000551,MA201,60.82,D,Fall 2023,2025-04-23
GRD002505,STU000552,MA101,53.72,F,Fall 2024,2025-10-30
GRD002506,STU000552,CS301,57.62,F,Spring 2024,2025-09-26
GRD002507,STU000552,BA201,100.0,A,Spring 2024,2025-11-15
GRD002508,STU000553,CS101,88.67,B,Spring 2024,2025-01-01
GRD002509,STU000553,MA101,49.73,F,Fall 2023,2025-02-03
GRD002510,STU000553,PH101,50.16,F,Fall 2023,2025-11-08
GRD002511,STU000553,BA301,77.23,C,Spring 2025,2025-01-30
GRD002512,STU000553,CS201,78.21,C,Spring 2025,2025-06-27
GRD002513,STU000553,EN201,78.23,C,Spring 2025,2025-04-02
GRD002514,STU000554,MA201,66.18,D,Fall 2024,2024-12-28
GRD002515,STU000554,EN101,68.12,D,Spring 2025,2025-03-18
GRD002516,STU000554,MA101,74.92,C,Spring 2024,2025-03-31
GRD002517,STU000554,BA101,71.29,C,Fall 2024,2025-07-27
GRD002518,STU000555,BA101,36.71,F,Fall 2024,2025-08-28
GRD002519,STU000555,MA201,66.55,D,Fall 2024,2025-11-08
GRD002520,STU000555,CS301,57.23,F,Spring 2025,2025-06-18
GRD002521,STU000555,BA301,72.63,C,Spring 2024,2025-10-28
GRD002522,STU000556,BA301,100.0,A,Fall 2024,2025-08-04
GRD002523,STU000556,EN201,75.51,C,Spring 2025,2025-04-17
GRD002524,STU000556,CS401,65.3,D,Spring 2025,2025-03-28
GRD002525,STU000556,PH101,83.83,B,Spring 2025,2025-04-05
GRD002526,STU000556,CS301,77.24,C,Spring 2025,2025-03-26
GRD002527,STU000556,MA201,76.3,C,Fall 2024,2025-05-30
GRD002528,STU000557,MA201,79.1,C,Spring 2024,2025-07-30
GRD002529,STU000557,BA301,100.0,A,Spring 2024,2025-01-31
GRD002530,STU000557,CS301,53.04,F,Spring 2024,2024-12-16
GRD002531,STU000557,EN201,77.1,C,Fall 2024,2025-03-26
GRD002532,STU000557,CS401,56.1,F,Spring 2025,2025-05-11
GRD002533,STU000558,CS401,78.33,C,Spring 2025,2025-06-18
GRD002534,STU000558,BA301,56.22,F,Spring 2025,2025-10-23
GRD002535,STU000558,CS301,63.74,D,Spring 2024,2025-07-30
GRD002536,STU000558,EN101,65.57,D,Fall 2024,2025-02-09
GRD002537,STU000558,CS201,84.64,B,Spring 2024,2024-12-16
GRD002538,STU000559,EN201,83.78,B,Spring 2024,2025-05-05
GRD002539,STU000559,BA301,51.31,F,Spring 2024,2025-07-02
GRD002540,STU000559,CS301,70.82,C,Spring 2024,2024-12-25
GRD002541,STU000559,EN101,59.36,F,Spring 2025,2025-01-28
GRD002542,STU000559,CS101,51.12,F,Spring 2024,2025-09-02
GRD002543,STU000559,BA201,66.74,D,Spring 2025,2025-06-09
GRD002544,STU000560,CS401,65.37,D,Fall 2023,2025-10-16
GRD002545,STU000560,CS301,100.0,A,Fall 2023,2025-11-08
GRD002546,STU000560,EN101,76.49,C,Fall 2023,2025-10-22
GRD002547,STU000560,BA201,49.34,F,Fall 2024,2025-10-03
GRD002548,STU000560,CS101,61.53,D,Fall 2024,2025-05-20
GRD002549,STU000560,EN201,85.32,B,Spring 2024,2025-09-02
GRD002550,STU000561,BA101,100.0,A,Spring 2025,2025-03-20
GRD002551,STU000561,CS201,46.21,F,Fall 2024,2024-11-23
GRD002552,STU000561,BA201,41.8,F,Spring 2024,2025-06-23
GRD002553,STU000561,MA101,98.06,A,Fall 2024,2025-09-28
GRD002554,STU000562,CS301,75.84,C,Spring 2025,2025-08-29
GRD002555,STU000562,PH101,56.98,F,Spring 2025,2024-11-25
GRD002556,STU000562,BA301,78.02,C,Fall 2024,2024-11-30
GRD002557,STU000562,CS201,30.46,F,Spring 2024,2025-09-21
GRD002558,STU000563,EN101,70.05,C,Spring 2025,2025-03-21
GRD002559,STU000563,CS201,74.92,C,Spring 2025,2025-03-19
GRD002560,STU000563,CS101,83.86,B,Spring 2024,2025-11-08
GRD002561,STU000563,CS301,54.79,F,Fall 2024,2025-04-07
GRD002562,STU000564,EN101,71.29,C,Fall 2024,2025-10-06
GRD002563,STU000564,CS101,56.12,F,Fall 2024,2025-10-14
GRD002564,STU000564,PH101,73.83,C,Spring 2024,2025-09-10
GRD002565,STU000564,BA201,56.57,F,Fall 2024,2024-12-07
GRD002566,STU000565,CS301,63.88,D,Fall 2023,2025-05-21
GRD002567,STU000565,CS201,55.06,F,Spring 2025,2025-11-10
GRD002568,STU000565,CS401,79.77,C,Spring 2025,2025-08-24
GRD002569,STU000565,BA201,82.88,B,Fall 2024,2025-07-12
GRD002570,STU000565,BA101,66.48,D,Spring 2024,2025-03-01
GRD002571,STU000565,EN201,70.57,C,Fall 2024,2025-02-25
GRD002572,STU000566,EN101,48.27,F,Fall 2023,2024-12-21
GRD002573,STU000566,BA201,65.5,D,Spring 2024,2024-11-25
GRD002574,STU000566,CS301,69.25,D,Fall 2024,2025-07-07
GRD002575,STU000567,BA301,100.0,A,Fall 2023,2025-06-01
GRD002576,STU000567,BA201,53.32,F,Fall 2023,2025-09-13
GRD002577,STU000567,CS101,91.96,A,Fall 2023,2025-01-29
GRD002578,STU000567,BA101,84.95,B,Fall 2023,2025-06-17
GRD002579,STU000567,EN101,74.21,C,Spring 2025,2025-08-08
GRD002580,STU000567,MA201,96.38,A,Spring 2025,2025-05-08
GRD002581,STU000568,CS101,75.58,C,Spring 2025,2025-04-24
GRD002582,STU000568,MA201,75.84,C,Fall 2024,2025-09-12
GRD002583,STU000568,BA101,69.2,D,Fall 2024,2025-07-08
GRD002584,STU000568,BA301,88.35,B,Spring 2024,2025-03-13
GRD002585,STU000568,BA201,86.45,B,Fall 2024,2025-07-05
GRD002586,STU000568,CS301,60.61,D,Fall 2023,2025-04-02
GRD002587,STU000569,MA201,50.21,F,Fall 2023,2025-11-07
GRD002588,STU000569,BA201,66.96,D,Spring 2024,2025-09-25
GRD002589,STU000569,EN201,58.0,F,Spring 2024,2025-10-11
GRD002590,STU000570,BA201,69.05,D,Fall 2023,2025-10-11
GRD002591,STU000570,CS201,88.56,B,Fall 2023,2025-11-12
GRD002592,STU000570,CS301,63.14,D,Fall 2024,2025-01-06
GRD002593,STU000570,CS401,69.36,D,Fall 2023,2025-08-31
GRD002594,STU000571,MA201,70.87,C,Spring 2024,2025-08-08
GRD002595,STU000571,BA201,82.73,B,Fall 2023,2025-08-15
GRD002596,STU000571,CS201,36.3,F,Fall 2023,2025-10-03
GRD002597,STU000571,MA101,60.9,D,Fall 2023,2025-04-11
GRD002598,STU000571,CS101,73.17,C,Spring 2024,2025-08-03
GRD002599,STU000571,PH101,88.0,B,Fall 2023,2025-10-09
GRD002600,STU000572,BA201,62.62,D,Spring 2024,2024-11-21
GRD002601,STU000572,MA201,41.85,F,Spring 2025,2025-01-13
GRD002602,STU000572,EN201,79.3,C,Spring 2024,2025-03-23
GRD002603,STU000572,CS401,60.47,D,Fall 2024,2024-12-07
GRD002604,STU000572,EN101,52.16,F,Fall 2023,2025-04-06
GRD002605,STU000572,BA301,60.63,D,Spring 2024,2025-03-04
GRD002606,STU000573,CS201,67.23,D,Fall 2024,2025-09-06
GRD002607,STU000573,CS301,60.93,D,Spring 2024,2024-11-25
GRD002608,STU000573,CS401,36.92,F,Fall 2023,2024-11-24
GRD002609,STU000574,CS401,83.46,B,Spring 2024,2025-08-27
GRD002610,STU000574,CS301,89.12,B,Spring 2025,2024-12-28
GRD002611,STU000574,BA201,79.77,C,Fall 2024,2025-01-15
GRD002612,STU000575,EN201,52.93,F,Fall 2024,2025-07-18
GRD002613,STU000575,MA201,66.98,D,Fall 2023,2024-12-18
GRD002614,STU000575,BA101,69.9,D,Fall 2024,2025-06-27
GRD002615,STU000575,CS401,78.98,C,Spring 2024,2025-10-16
GRD002616,STU000575,BA301,80.03,B,Fall 2023,2025-10-17
GRD002617,STU000575,CS301,58.99,F,Spring 2025,2025-05-26
GRD002618,STU000576,MA101,71.23,C,Spring 2025,2025-11-12
GRD002619,STU000576,BA301,76.86,C,Fall 2023,2025-06-08
GRD002620,STU000576,CS201,91.84,A,Fall 2024,2024-11-26
GRD002621,STU000577,MA101,80.57,B,Spring 2025,2025-05-19
GRD002622,STU000577,BA101,81.84,B,Spring 2025,2025-05-13
GRD002623,STU000577,BA201,71.26,C,Spring 2025,2025-06-18
GRD002624,STU000578,BA201,91.16,A,Fall 2024,2025-04-23
GRD002625,STU000578,EN201,76.15,C,Spring 2025,2025-03-27
GRD002626,STU000578,CS401,57.08,F,Fall 2024,2025-04-26
GRD002627,STU000578,MA101,91.05,A,Spring 2025,2025-03-26
GRD002628,STU000578,CS301,80.47,B,Spring 2025,2025-09-01
GRD002629,STU000578,CS101,63.35,D,Spring 2024,2025-05-05
GRD002630,STU000579,CS101,62.81,D,Fall 2024,2025-11-11
GRD002631,STU000579,CS301,74.45,C,Spring 2025,2024-12-15
GRD002632,STU000579,BA201,76.95,C,Spring 2024,2025-09-02
GRD002633,STU000579,BA301,72.96,C,Spring 2024,2025-07-30
GRD002634,STU000579,MA201,74.67,C,Fall 2023,2025-11-10
GRD002635,STU000579,CS401,95.5,A,Spring 2025,2025-03-22
GRD002636,STU000580,BA101,86.07,B,Spring 2025,2025-05-02
GRD002637,STU000580,BA201,72.86,C,Spring 2024,2025-06-16
GRD002638,STU000580,CS401,84.12,B,Fall 2024,2025-07-25
GRD002639,STU000580,CS101,54.51,F,Spring 2024,2025-03-14
GRD002640,STU000581,BA301,75.97,C,Fall 2023,2025-10-15
GRD002641,STU000581,PH101,97.14,A,Fall 2024,2024-11-22
GRD002642,STU000581,CS301,66.73,D,Spring 2025,2025-01-11
GRD002643,STU000581,EN101,57.29,F,Fall 2024,2025-09-07
GRD002644,STU000581,CS101,60.22,D,Spring 2024,2025-02-26
GRD002645,STU000581,MA101,53.66,F,Spring 2025,2025-07-31
GRD002646,STU000582,EN101,58.23,F,Fall 2024,2024-12-03
GRD002647,STU000582,CS101,64.44,D,Spring 2025,2025-01-09
GRD002648,STU000582,BA101,48.92,F,Fall 2023,2025-01-16
GRD002649,STU000582,CS301,70.23,C,Spring 2024,2025-02-20
GRD002650,STU000582,BA201,83.53,B,Fall 2024,2025-05-28
GRD002651,STU000582,PH101,56.38,F,Fall 2024,2024-12-01
GRD002652,STU000583,BA201,92.79,A,Fall 2023,2025-04-04
GRD002653,STU000583,MA101,77.66,C,Fall 2024,2025-04-19
GRD002654,STU000583,EN101,85.46,B,Spring 2024,2025-08-03
GRD002655,STU000583,CS201,60.13,D,Fall 2024,2024-12-01
GRD002656,STU000584,BA201,82.82,B,Fall 2024,2025-01-27
GRD002657,STU000584,MA201,53.62,F,Fall 2024,2024-11-26
GRD002658,STU000584,EN101,83.35,B,Spring 2024,2025-09-14
GRD002659,STU000584,BA101,72.58,C,Fall 2024,2024-12-30
GRD002660,STU000585,PH101,78.3,C,Spring 2024,2025-03-13
GRD002661,STU000585,MA101,52.37,F,Spring 2025,2025-11-09
GRD002662,STU000585,MA201,56.57,F,Fall 2024,2025-03-02
GRD002663,STU000585,CS401,78.96,C,Fall 2023,2025-05-06
GRD002664,STU000586,MA101,55.77,F,Spring 2025,2025-03-27
GRD002665,STU000586,BA201,76.95,C,Fall 2024,2025-10-15
GRD002666,STU000586,CS201,49.49,F,Spring 2025,2025-05-03
GRD002667,STU000586,EN201,82.72,B,Spring 2024,2025-06-30
GRD002668,STU000587,BA201,51.51,F,Spring 2024,2024-12-29
GRD002669,STU000587,CS101,78.28,C,Fall 2023,2025-06-04
GRD002670,STU000587,EN101,79.38,C,Fall 2024,2025-01-05
GRD002671,STU000587,CS401,59.55,F,Spring 2025,2025-02-04
GRD002672,STU000588,BA101,78.73,C,Spring 2024,2024-12-23
GRD002673,STU000588,BA201,73.91,C,Spring 2024,2025-01-17
GRD002674,STU000588,EN101,61.92,D,Fall 2023,2025-06-20
GRD002675,STU000588,MA201,54.87,F,Fall 2023,2025-08-11
GRD002676,STU000589,CS401,40.56,F,Fall 2024,2025-08-06
GRD002677,STU000589,BA301,75.24,C,Spring 2024,2025-06-20
GRD002678,STU000589,MA201,46.53,F,Fall 2023,2025-11-04
GRD002679,STU000589,CS101,71.43,C,Spring 2025,2025-10-09
GRD002680,STU000589,BA101,66.05,D,Fall 2024,2025-03-25
GRD002681,STU000590,EN101,80.19,B,Spring 2024,2025-01-18
GRD002682,STU000590,MA201,65.47,D,Spring 2025,2025-06-11
GRD002683,STU000590,BA301,65.06,D,Fall 2023,2025-07-01
GRD002684,STU000590,EN201,80.98,B,Spring 2025,2025-06-30
GRD002685,STU000591,PH101,75.03,C,Spring 2024,2025-01-22
GRD002686,STU000591,MA101,74.74,C,Spring 2024,2025-06-06
GRD002687,STU000591,EN101,77.04,C,Fall 2023,2025-09-16
GRD002688,STU000591,BA101,46.97,F,Fall 2023,2025-06-04
GRD002689,STU000592,BA201,81.35,B,Spring 2025,2024-12-23
GRD002690,STU000592,CS301,79.19,C,Fall 2024,2025-04-30
GRD002691,STU000592,PH101,54.75,F,Spring 2024,2025-06-04
GRD002692,STU000592,BA301,66.34,D,Fall 2023,2024-12-24
GRD002693,STU000592,CS101,69.41,D,Fall 2024,2025-06-06
GRD002694,STU000592,MA101,67.98,D,Fall 2023,2025-03-02
GRD002695,STU000593,PH101,75.01,C,Fall 2023,2025-10-15
GRD002696,STU000593,CS301,91.47,A,Spring 2024,2025-09-02
GRD002697,STU000593,EN101,86.23,B,Fall 2023,2025-02-24
GRD002698,STU000594,PH101,50.32,F,Fall 2024,2025-05-29
GRD002699,STU000594,CS401,79.33,C,Fall 2023,2025-04-21
GRD002700,STU000594,CS201,89.93,B,Fall 2024,2025-10-14
GRD002701,STU000594,BA201,75.8,C,Spring 2025,2025-04-27
GRD002702,STU000595,EN201,86.36,B,Spring 2024,2025-02-11
GRD002703,STU000595,BA301,100.0,A,Fall 2023,2025-08-04
GRD002704,STU000595,MA201,85.36,B,Spring 2025,2025-08-29
GRD002705,STU000596,BA101,73.74,C,Fall 2023,2024-12-23
GRD002706,STU000596,CS401,85.68,B,Fall 2023,2025-10-23
GRD002707,STU000596,MA201,72.17,C,Spring 2024,2025-03-18
GRD002708,STU000597,CS101,70.36,C,Spring 2024,2025-09-09
GRD002709,STU000597,CS401,64.73,D,Fall 2024,2025-06-06
GRD002710,STU000597,MA201,93.45,A,Spring 2025,2024-12-29
GRD002711,STU000598,CS101,57.72,F,Spring 2025,2025-02-10
GRD002712,STU000598,EN201,92.99,A,Fall 2023,2025-10-29
GRD002713,STU000598,BA101,77.5,C,Spring 2024,2025-01-21
GRD002714,STU000598,EN101,49.01,F,Fall 2023,2025-08-04
GRD002715,STU000598,PH101,75.51,C,Spring 2024,2025-01-24
GRD002716,STU000598,BA201,38.5,F,Spring 2025,2025-11-15
GRD002717,STU000599,PH101,79.38,C,Spring 2025,2025-08-02
GRD002718,STU000599,CS201,83.28,B,Spring 2024,2025-02-17
GRD002719,STU000599,MA101,61.11,D,Fall 2023,2025-01-01
GRD002720,STU000599,BA201,71.85,C,Fall 2024,2025-07-05
GRD002721,STU000599,CS301,99.31,A,Fall 2024,2025-03-02
GRD002722,STU000600,CS301,62.41,D,Fall 2024,2025-07-08
GRD002723,STU000600,CS401,54.12,F,Spring 2025,2025-09-18
GRD002724,STU000600,MA101,92.22,A,Fall 2024,2025-04-01
GRD002725,STU000600,BA101,99.44,A,Fall 2023,2025-04-04
GRD002726,STU000600,BA201,70.06,C,Spring 2025,2025-08-06
GRD002727,STU000600,CS201,85.17,B,Spring 2024,2025-09-22
GRD002728,STU000601,BA301,90.12,A,Spring 2024,2025-01-31
GRD002729,STU000601,CS201,58.86,F,Fall 2024,2024-11-30
GRD002730,STU000601,CS401,62.72,D,Spring 2024,2025-01-19
GRD002731,STU000602,BA201,88.46,B,Spring 2024,2025-03-02
GRD002732,STU000602,EN101,95.28,A,Fall 2023,2025-06-13
GRD002733,STU000602,CS101,78.44,C,Fall 2023,2025-07-31
GRD002734,STU000602,CS401,56.8,F,Spring 2024,2025-06-01
GRD002735,STU000602,BA101,99.81,A,Spring 2024,2025-03-08
GRD002736,STU000603,PH101,62.04,D,Spring 2025,2025-02-04
GRD002737,STU000603,BA201,64.97,D,Fall 2024,2024-12-12
GRD002738,STU000603,EN101,75.14,C,Spring 2024,2025-10-10
GRD002739,STU000603,BA301,93.31,A,Fall 2023,2025-11-18
GRD002740,STU000603,CS301,82.81,B,Fall 2023,2025-01-05
GRD002741,STU000603,CS401,76.22,C,Fall 2023,2025-11-13
GRD002742,STU000604,CS101,76.95,C,Fall 2023,2025-10-22
GRD002743,STU000604,BA101,70.65,C,Fall 2024,2025-07-31
GRD002744,STU000604,EN101,78.37,C,Spring 2024,2025-04-16
GRD002745,STU000604,BA301,32.06,F,Fall 2024,2025-10-11
GRD002746,STU000604,CS301,65.55,D,Fall 2024,2025-04-19
GRD002747,STU000605,BA101,73.62,C,Fall 2024,2025-09-07
GRD002748,STU000605,CS101,52.73,F,Fall 2024,2025-03-30
GRD002749,STU000605,CS201,75.79,C,Spring 2024,2025-09-18
GRD002750,STU000606,EN101,66.93,D,Fall 2023,2025-10-05
GRD002751,STU000606,CS301,96.33,A,Spring 2024,2025-03-30
GRD002752,STU000606,CS101,93.6,A,Fall 2024,2025-07-03
GRD002753,STU000607,PH101,63.01,D,Fall 2023,2024-11-29
GRD002754,STU000607,MA101,67.74,D,Spring 2024,2025-07-31
GRD002755,STU000607,EN101,68.89,D,Fall 2023,2025-04-29
GRD002756,STU000608,CS101,63.23,D,Spring 2024,2025-11-12
GRD002757,STU000608,PH101,72.93,C,Fall 2023,2024-12-17
GRD002758,STU000608,EN101,58.63,F,Fall 2023,2025-06-28
GRD002759,STU000608,BA301,53.04,F,Fall 2024,2025-03-18
GRD002760,STU000608,MA101,79.34,C,Spring 2024,2025-07-05
GRD002761,STU000608,CS401,79.44,C,Fall 2023,2024-12-10
GRD002762,STU000609,CS401,57.94,F,Spring 2025,2025-02-05
GRD002763,STU000609,PH101,83.43,B,Spring 2025,2025-07-23
GRD002764,STU000609,EN101,60.53,D,Fall 2023,2025-06-25
GRD002765,STU000609,CS101,73.8,C,Fall 2024,2025-10-04
GRD002766,STU000609,EN201,82.31,B,Fall 2024,2025-03-30
GRD002767,STU000610,EN201,69.5,D,Fall 2024,2025-04-24
GRD002768,STU000610,CS301,76.82,C,Spring 2024,2025-01-25
GRD002769,STU000610,BA201,62.25,D,Spring 2025,2025-05-12
GRD002770,STU000610,MA101,67.05,D,Spring 2025,2025-05-25
GRD002771,STU000610,MA201,66.91,D,Fall 2024,2025-09-04
GRD002772,STU000610,EN101,58.8,F,Spring 2025,2024-12-08
GRD002773,STU000611,BA201,67.35,D,Fall 2024,2024-12-23
GRD002774,STU000611,BA301,46.77,F,Spring 2025,2025-04-02
GRD002775,STU000611,CS201,62.63,D,Spring 2024,2025-10-28
GRD002776,STU000611,BA101,65.73,D,Fall 2024,2025-03-04
GRD002777,STU000611,CS301,66.16,D,Spring 2024,2025-01-16
GRD002778,STU000611,EN101,66.38,D,Fall 2024,2025-02-15
GRD002779,STU000612,MA101,69.07,D,Fall 2023,2025-04-18
GRD002780,STU000612,CS301,77.19,C,Fall 2023,2025-03-07
GRD002781,STU000612,CS401,83.12,B,Fall 2023,2025-02-25
GRD002782,STU000612,BA301,60.25,D,Fall 2023,2025-01-28
GRD002783,STU000613,BA101,51.95,F,Spring 2024,2024-12-03
GRD002784,STU000613,EN201,54.37,F,Fall 2024,2025-03-13
GRD002785,STU000613,CS301,62.69,D,Fall 2023,2025-06-05
GRD002786,STU000614,EN201,64.72,D,Fall 2024,2025-04-24
GRD002787,STU000614,BA301,58.45,F,Fall 2023,2025-07-26
GRD002788,STU000614,PH101,50.56,F,Spring 2025,2025-08-31
GRD002789,STU000614,MA201,63.16,D,Spring 2024,2025-11-18
GRD002790,STU000614,CS401,72.72,C,Fall 2023,2025-03-10
GRD002791,STU000615,CS201,78.93,C,Fall 2024,2025-08-03
GRD002792,STU000615,BA101,61.64,D,Fall 2023,2025-08-13
GRD002793,STU000615,CS401,63.81,D,Fall 2023,2025-11-10
GRD002794,STU000615,BA301,56.1,F,Fall 2023,2025-06-20
GRD002795,STU000616,CS401,69.53,D,Fall 2023,2025-07-12
GRD002796,STU000616,CS301,57.27,F,Spring 2025,2025-09-19
GRD002797,STU000616,CS201,78.6,C,Spring 2025,2025-05-19
GRD002798,STU000617,CS101,43.21,F,Spring 2024,2025-06-16
GRD002799,STU000617,MA101,64.61,D,Spring 2025,2025-01-05
GRD002800,STU000617,BA101,74.52,C,Spring 2025,2024-12-28
GRD002801,STU000617,BA201,72.76,C,Fall 2023,2024-12-06
GRD002802,STU000617,BA301,100.0,A,Spring 2025,2025-11-02
GRD002803,STU000617,CS301,75.25,C,Spring 2025,2025-06-08
GRD002804,STU000618,CS101,54.94,F,Spring 2025,2024-12-01
GRD002805,STU000618,BA101,68.57,D,Fall 2024,2024-12-03
GRD002806,STU000618,EN101,43.36,F,Spring 2025,2025-11-05
GRD002807,STU000618,BA301,68.79,D,Spring 2025,2025-10-30
GRD002808,STU000618,CS201,57.5,F,Spring 2025,2025-10-05
GRD002809,STU000619,BA101,83.73,B,Fall 2023,2025-03-31
GRD002810,STU000619,EN201,61.76,D,Spring 2025,2025-05-30
GRD002811,STU000619,CS201,68.25,D,Spring 2024,2025-01-13
GRD002812,STU000619,MA101,60.47,D,Spring 2025,2025-11-01
GRD002813,STU000619,CS401,96.08,A,Fall 2024,2025-06-13
GRD002814,STU000619,BA201,65.18,D,Spring 2025,2025-07-31
GRD002815,STU000620,CS201,97.49,A,Spring 2024,2025-03-26
GRD002816,STU000620,CS101,82.21,B,Fall 2024,2024-11-27
GRD002817,STU000620,CS301,77.23,C,Spring 2025,2025-02-17
GRD002818,STU000620,MA201,75.53,C,Fall 2023,2025-07-12
GRD002819,STU000620,EN101,75.91,C,Fall 2023,2024-11-26
GRD002820,STU000620,EN201,41.08,F,Spring 2025,2025-08-21
GRD002821,STU000621,BA101,65.82,D,Fall 2023,2024-12-02
GRD002822,STU000621,CS301,82.68,B,Spring 2024,2025-10-10
GRD002823,STU000621,CS101,69.27,D,Spring 2024,2025-03-17
GRD002824,STU000621,PH101,48.92,F,Spring 2025,2025-07-14
GRD002825,STU000621,BA201,69.21,D,Fall 2023,2025-05-04
GRD002826,STU000621,CS401,95.56,A,Spring 2024,2025-05-10
GRD002827,STU000622,BA101,88.7,B,Fall 2024,2024-12-04
GRD002828,STU000622,CS301,69.07,D,Spring 2025,2025-07-24
GRD002829,STU000622,CS401,84.27,B,Spring 2025,2024-11-25
GRD002830,STU000623,CS201,64.5,D,Spring 2024,2025-01-13
GRD002831,STU000623,CS301,44.44,F,Fall 2023,2025-04-08
GRD002832,STU000623,MA201,56.13,F,Spring 2025,2025-05-15
GRD002833,STU000624,CS101,93.44,A,Spring 2025,2025-11-01
GRD002834,STU000624,EN201,65.89,D,Fall 2024,2025-04-09
GRD002835,STU000624,BA201,66.35,D,Spring 2025,2025-10-15
GRD002836,STU000624,MA201,65.5,D,Fall 2023,2025-10-05
GRD002837,STU000624,CS201,98.56,A,Fall 2024,2024-12-13
GRD002838,STU000624,CS401,94.39,A,Fall 2024,2025-03-20
