payment_id,student_id,payment_date,amount,payment_method,status,semester
PAY002447,STU000551,2024-02-29,527526,Cash,Failed,Spring 2025
PAY002448,STU000551,2025-10-07,518523,Bank Transfer,Pending,Spring 2024
PAY002449,STU000551,2024-09-04,505009,Mobile Money,Pending,Spring 2024
PAY002450,STU000551,2024-10-28,520031,Credit Card,Completed,Spring 2025
PAY002451,STU000552,2024-05-27,480681,Credit Card,Failed,Fall 2023
PAY002452,STU000552,2024-07-23,519355,Credit Card,Failed,Fall 2023
PAY002453,STU000552,2024-11-11,454015,Cash,Failed,Spring 2025
PAY002454,STU000552,2025-05-18,497581,Credit Card,Completed,Spring 2025
PAY002455,STU000552,2024-10-28,453063,Mobile Money,Completed,Fall 2023
PAY002456,STU000552,2025-08-21,467393,Credit Card,Failed,Fall 2024
PAY002457,STU000552,2024-08-10,532714,Mobile Money,Pending,Fall 2023
PAY002458,STU000552,2025-01-13,460310,Bank Transfer,Failed,Fall 2024
PAY002459,STU000553,2024-08-03,497344,Cash,Failed,Fall 2024
PAY002460,STU000553,2025-07-21,510367,Credit Card,Pending,Fall 2024
PAY002461,STU000553,2023-11-26,461824,Mobile Money,Pending,Fall 2024
PAY002462,STU000554,2025-09-03,712657,Mobile Money,Pending,Fall 2023
PAY002463,STU000554,2024-03-05,793424,Credit Card,Completed,Spring 2025
PAY002464,STU000554,2025-02-19,723203,Mobile Money,Completed,Spring 2025
PAY002465,STU000554,2024-12-11,767138,Bank Transfer,Pending,Fall 2023
PAY002466,STU000554,2023-11-25,734646,Cash,Pending,Spring 2024
PAY002467,STU000554,2025-08-03,772555,Cash,Failed,Fall 2024
PAY002468,STU000554,2024-11-02,763714,Bank Transfer,Pending,Spring 2025
PAY002469,STU000555,2024-04-06,468551,Mobile Money,Pending,Spring 2025
PAY002470,STU000555,2025-11-18,543101,Bank Transfer,Failed,Fall 2023
PAY002471,STU000555,2025-09-15,532853,Credit Card,Completed,Fall 2024
PAY002472,STU000556,2025-09-25,1010208,Mobile Money,Completed,Spring 2024
PAY002473,STU000556,2025-02-06,1011604,Mobile Money,Failed,Spring 2024
PAY002474,STU000556,2024-04-24,1030088,Cash,Failed,Fall 2024
PAY002475,STU000556,2025-11-13,957656,Bank Transfer,Pending,Spring 2024
PAY002476,STU000556,2025-06-07,1040288,Cash,Failed,Spring 2025
PAY002477,STU000556,2025-03-17,961808,Mobile Money,Pending,Fall 2023
PAY002478,STU000556,2024-10-16,1021073,Cash,Completed,Spring 2025
PAY002479,STU000557,2024-11-24,523722,Bank Transfer,Completed,Fall 2023
PAY002480,STU000557,2024-04-09,498732,Bank Transfer,Failed,Spring 2024
PAY002481,STU000558,2024-01-16,461294,Cash,Completed,Spring 2025
PAY002482,STU000558,2025-08-28,547980,Bank Transfer,Failed,Fall 2024
PAY002483,STU000558,2025-03-31,507748,Bank Transfer,Failed,Spring 2024
PAY002484,STU000558,2025-04-28,455747,Bank Transfer,Pending,Fall 2023
PAY002485,STU000558,2024-09-04,527810,Cash,Failed,Fall 2023
PAY002486,STU000558,2025-11-14,513421,Cash,Failed,Fall 2023
PAY002487,STU000558,2024-06-20,525235,Cash,Failed,Fall 2024
PAY002488,STU000558,2023-12-04,488408,Mobile Money,Failed,Spring 2024
PAY002489,STU000559,2024-03-21,1272788,Mobile Money,Pending,Fall 2024
PAY002490,STU000559,2025-07-07,1278011,Cash,Pending,Spring 2025
PAY002491,STU000559,2025-07-23,1254187,Bank Transfer,Failed,Spring 2024
PAY002492,STU000559,2024-07-21,1226500,Cash,Failed,Fall 2023
PAY002493,STU000559,2025-04-14,1295073,Bank Transfer,Completed,Fall 2024
PAY002494,STU000559,2024-12-13,1205951,Mobile Money,Pending,Spring 2025
PAY002495,STU000559,2025-04-05,1289732,Mobile Money,Completed,Spring 2025
PAY002496,STU000559,2025-01-19,1227962,Cash,Pending,Fall 2024
PAY002497,STU000560,2025-06-16,1005138,Bank Transfer,Pending,Fall 2024
PAY002498,STU000560,2024-05-09,1007071,Bank Transfer,Failed,Spring 2025
PAY002499,STU000560,2024-08-17,975396,Mobile Money,Failed,Fall 2024
PAY002500,STU000560,2025-01-16,1021033,Mobile Money,Failed,Fall 2024
PAY002501,STU000561,2025-03-30,1000151,Cash,Pending,Spring 2024
PAY002502,STU000561,2024-05-14,956217,Cash,Pending,Fall 2023
PAY002503,STU000561,2024-08-19,1008239,Cash,Failed,Fall 2023
PAY002504,STU000562,2024-08-16,1031248,Cash,Pending,Fall 2023
PAY002505,STU000562,2024-11-11,1002044,Mobile Money,Completed,Spring 2024
PAY002506,STU000562,2025-11-09,1027865,Bank Transfer,Failed,Fall 2024
PAY002507,STU000562,2024-12-21,964043,Bank Transfer,Pending,Fall 2024
PAY002508,STU000562,2025-10-21,1037304,Bank Transfer,Completed,Fall 2023
PAY002509,STU000562,2025-08-25,963122,Credit Card,Failed,Spring 2025
PAY002510,STU000562,2025-08-13,1028777,Bank Transfer,Completed,Fall 2024
PAY002511,STU000563,2023-12-21,1250995,Bank Transfer,Failed,Spring 2024
PAY002512,STU000563,2025-05-30,1283079,Bank Transfer,Pending,Fall 2024
PAY002513,STU000563,2025-03-24,1241304,Cash,Failed,Fall 2023
PAY002514,STU000563,2023-12-21,1223216,Bank Transfer,Completed,Spring 2024
PAY002515,STU000563,2025-05-16,1257375,Cash,Failed,Fall 2024
PAY002516,STU000564,2025-06-10,504746,Bank Transfer,Completed,Fall 2024
PAY002517,STU000565,2025-04-13,1044302,Mobile Money,Pending,Fall 2024
PAY002518,STU000565,2024-08-25,1033062,Cash,Completed,Spring 2025
PAY002519,STU000566,2024-07-02,463093,Credit Card,Failed,Spring 2024
PAY002520,STU000566,2025-07-09,510777,Bank Transfer,Pending,Fall 2024
PAY002521,STU000566,2024-01-29,453676,Mobile Money,Failed,Fall 2023
PAY002522,STU000566,2025-09-30,451274,Credit Card,Pending,Spring 2024
PAY002523,STU000566,2025-01-11,544551,Bank Transfer,Completed,Fall 2023
PAY002524,STU000567,2024-11-27,966522,Bank Transfer,Completed,Spring 2025
PAY002525,STU000568,2025-09-14,959438,Cash,Failed,Fall 2023
PAY002526,STU000569,2024-02-27,1030818,Mobile Money,Failed,Fall 2024
PAY002527,STU000569,2024-11-29,1049610,Mobile Money,Pending,Fall 2024
PAY002528,STU000569,2025-06-21,955990,Cash,Pending,Fall 2023
PAY002529,STU000569,2025-10-15,957775,Credit Card,Pending,Fall 2023
PAY002530,STU000570,2024-04-13,1256160,Bank Transfer,Completed,Spring 2025
PAY002531,STU000571,2025-02-22,1205778,Mobile Money,Pending,Fall 2024
PAY002532,STU000571,2023-12-08,1289157,Mobile Money,Failed,Spring 2024
PAY002533,STU000571,2024-01-10,1225407,Cash,Pending,Fall 2024
PAY002534,STU000571,2025-04-02,1202688,Bank Transfer,Pending,Spring 2025
PAY002535,STU000571,2024-08-06,1249411,Mobile Money,Pending,Fall 2024
PAY002536,STU000571,2025-11-10,1228569,Mobile Money,Failed,Fall 2024
PAY002537,STU000571,2025-11-07,1209552,Credit Card,Completed,Spring 2025
PAY002538,STU000571,2025-01-02,1233436,Mobile Money,Pending,Spring 2024
PAY002539,STU000572,2024-08-05,520416,Cash,Completed,Fall 2023
PAY002540,STU000572,2024-02-15,474480,Mobile Money,Completed,Spring 2024
PAY002541,STU000572,2025-01-07,493388,Bank Transfer,Completed,Fall 2023
PAY002542,STU000572,2025-10-17,524883,Bank Transfer,Failed,Spring 2025
PAY002543,STU000572,2023-12-26,456081,Cash,Completed,Fall 2023
PAY002544,STU000573,2025-03-15,951827,Mobile Money,Completed,Fall 2023
PAY002545,STU000573,2024-10-21,1001456,Credit Card,Completed,Spring 2024
PAY002546,STU000573,2024-02-26,950851,Cash,Failed,Fall 2024
PAY002547,STU000573,2024-08-08,993788,Credit Card,Pending,Spring 2024
PAY002548,STU000573,2025-08-21,972412,Credit Card,Pending,Spring 2024
PAY002549,STU000573,2024-10-10,956085,Mobile Money,Completed,Spring 2025
PAY002550,STU000573,2024-01-01,973485,Bank Transfer,Failed,Spring 2024
PAY002551,STU000574,2024-11-21,1018244,Mobile Money,Completed,Fall 2024
PAY002552,STU000574,2024-08-02,1010734,Bank Transfer,Failed,Spring 2024
PAY002553,STU000574,2025-11-17,1008316,Bank Transfer,Completed,Fall 2024
PAY002554,STU000574,2025-06-06,979576,Bank Transfer,Completed,Spring 2024
PAY002555,STU000574,2024-09-03,1041805,Mobile Money,Completed,Spring 2024
PAY002556,STU000574,2025-09-10,996212,Bank Transfer,Failed,Spring 2025
PAY002557,STU000574,2025-11-14,1039967,Cash,Failed,Fall 2023
PAY002558,STU000574,2024-08-31,963948,Bank Transfer,Failed,Spring 2025
PAY002559,STU000575,2024-12-13,1022120,Bank Transfer,Failed,Fall 2024
PAY002560,STU000575,2024-04-15,1048254,Credit Card,Failed,Spring 2025
PAY002561,STU000575,2025-05-31,1042271,Bank Transfer,Pending,Fall 2023
PAY002562,STU000575,2023-11-24,956598,Cash,Completed,Spring 2025
PAY002563,STU000576,2024-05-07,499209,Mobile Money,Failed,Spring 2025
PAY002564,STU000576,2025-05-26,516724,Cash,Pending,Fall 2024
PAY002565,STU000576,2025-09-25,536161,Bank Transfer,Failed,Spring 2024
PAY002566,STU000576,2025-05-30,544684,Credit Card,Completed,Fall 2023
PAY002567,STU000577,2024-05-03,728016,Cash,Failed,Spring 2024
PAY002568,STU000578,2024-01-10,720380,Bank Transfer,Pending,Fall 2023
PAY002569,STU000578,2025-02-07,736535,Credit Card,Pending,Spring 2024
PAY002570,STU000578,2025-07-07,798213,Bank Transfer,Completed,Spring 2025
PAY002571,STU000578,2024-11-15,775664,Mobile Money,Failed,Fall 2023
PAY002572,STU000579,2025-07-11,454733,Mobile Money,Completed,Fall 2024
PAY002573,STU000579,2023-12-07,469564,Mobile Money,Completed,Spring 2024
PAY002574,STU000579,2024-08-26,515277,Cash,Completed,Fall 2023
PAY002575,STU000580,2025-05-04,955430,Mobile Money,Failed,Fall 2023
PAY002576,STU000580,2024-09-17,993970,Bank Transfer,Pending,Fall 2024
PAY002577,STU000580,2024-10-09,975826,Bank Transfer,Failed,Fall 2023
PAY002578,STU000580,2024-12-01,1043748,Mobile Money,Pending,Spring 2025
PAY002579,STU000581,2024-10-07,1026619,Bank Transfer,Failed,Spring 2024
PAY002580,STU000581,2025-07-06,959311,Bank Transfer,Failed,Spring 2024
PAY002581,STU000581,2024-03-16,961751,Credit Card,Failed,Fall 2023
PAY002582,STU000581,2024-07-26,989129,Credit Card,Failed,Fall 2023
PAY002583,STU000581,2025-06-09,1026289,Mobile Money,Completed,Fall 2023
PAY002584,STU000581,2025-02-22,982498,Cash,Completed,Spring 2025
PAY002585,STU000581,2024-10-13,971260,Mobile Money,Failed,Fall 2023
PAY002586,STU000581,2025-04-25,965534,Credit Card,Pending,Fall 2023
PAY002587,STU000582,2024-09-29,1023030,Cash,Pending,Spring 2025
PAY002588,STU000583,2024-10-22,480653,Credit Card,Completed,Fall 2023
PAY002589,STU000583,2024-04-13,517127,Credit Card,Pending,Fall 2024
PAY002590,STU000583,2025-09-18,489740,Cash,Pending,Fall 2024
PAY002591,STU000583,2024-01-17,454741,Credit Card,Pending,Spring 2025
PAY002592,STU000583,2025-05-01,539765,Cash,Failed,Spring 2024
PAY002593,STU000583,2025-04-02,524390,Credit Card,Pending,Fall 2023
PAY002594,STU000583,2025-01-13,534832,Credit Card,Completed,Spring 2025
PAY002595,STU000583,2025-05-08,466970,Mobile Money,Pending,Spring 2024
PAY002596,STU000584,2025-08-20,488734,Mobile Money,Pending,Spring 2024
PAY002597,STU000584,2024-09-24,537223,Mobile Money,Failed,Fall 2024
PAY002598,STU000584,2024-01-18,522719,Cash,Pending,Spring 2024
PAY002599,STU000584,2025-08-07,539021,Bank Transfer,Failed,Spring 2025
PAY002600,STU000584,2024-03-20,540078,Bank Transfer,Failed,Spring 2025
PAY002601,STU000584,2025-06-20,533816,Mobile Money,Failed,Fall 2024
PAY002602,STU000584,2023-11-21,461093,Credit Card,Pending,Spring 2024
PAY002603,STU000585,2025-03-18,967560,Cash,Pending,Spring 2024
PAY002604,STU000585,2024-11-09,1037387,Bank Transfer,Pending,Spring 2024
PAY002605,STU000585,2025-04-02,982181,Cash,Completed,Fall 2023
PAY002606,STU000585,2023-12-13,981573,Bank Transfer,Completed,Fall 2024
PAY002607,STU000586,2025-10-21,1249002,Cash,Pending,Spring 2025
PAY002608,STU000586,2024-10-15,1290417,Cash,Pending,Fall 2024
PAY002609,STU000586,2024-08-11,1252609,Cash,Failed,Fall 2024
PAY002610,STU000586,2025-04-28,1247250,Mobile Money,Pending,Fall 2024
PAY002611,STU000586,2024-04-20,1261890,Cash,Pending,Spring 2025
PAY002612,STU000586,2024-03-20,1265901,Credit Card,Completed,Spring 2025
PAY002613,STU000586,2025-04-19,1236746,Mobile Money,Completed,Spring 2024
PAY002614,STU000586,2024-12-02,1237427,Cash,Completed,Fall 2023
PAY002615,STU000587,2024-06-16,961473,Cash,Completed,Spring 2025
PAY002616,STU000587,2024-03-18,968690,Cash,Pending,Spring 2025
PAY002617,STU000587,2024-10-08,989595,Credit Card,Completed,Fall 2023
PAY002618,STU000587,2025-03-18,951775,Credit Card,Pending,Spring 2024
PAY002619,STU000587,2025-03-18,998226,Bank Transfer,Pending,Spring 2024
PAY002620,STU000587,2024-10-20,966061,Cash,Completed,Fall 2024
PAY002621,STU000588,2025-06-10,754454,Bank Transfer,Pending,Fall 2024
PAY002622,STU000588,2025-01-06,727982,Bank Transfer,Pending,Spring 2025
PAY002623,STU000588,2025-04-07,786217,Credit Card,Completed,Fall 2023
PAY002624,STU000588,2023-12-22,702368,Bank Transfer,Failed,Fall 2023
PAY002625,STU000589,2025-05-31,968623,Bank Transfer,Completed,Fall 2024
PAY002626,STU000589,2024-05-05,1008541,Bank Transfer,Failed,Fall 2024
PAY002627,STU000589,2024-12-28,970502,Mobile Money,Pending,Fall 2024
PAY002628,STU000589,2025-05-22,1006747,Credit Card,Pending,Fall 2024
PAY002629,STU000589,2023-12-23,1035260,Credit Card,Completed,Fall 2023
PAY002630,STU000589,2024-06-27,975427,Mobile Money,Failed,Fall 2023
PAY002631,STU000589,2023-12-11,1019341,Credit Card,Pending,Spring 2024
PAY002632,STU000589,2025-04-05,1008288,Credit Card,Pending,Spring 2024
PAY002633,STU000590,2023-12-21,1242456,Credit Card,Completed,Spring 2024
PAY002634,STU000590,2024-07-27,1200446,Bank Transfer,Pending,Fall 2023
PAY002635,STU000590,2024-01-27,1206113,Cash,Completed,Spring 2025
PAY002636,STU000590,2024-05-18,1208242,Bank Transfer,Pending,Fall 2024
PAY002637,STU000590,2024-01-24,1268045,Bank Transfer,Completed,Fall 2023
PAY002638,STU000590,2025-06-16,1263418,Mobile Money,Failed,Spring 2024
PAY002639,STU000590,2025-09-12,1240525,Mobile Money,Pending,Spring 2025
PAY002640,STU000591,2024-09-09,453469,Cash,Completed,Fall 2023
PAY002641,STU000591,2025-04-10,502166,Bank Transfer,Pending,Spring 2024
PAY002642,STU000591,2025-10-14,476012,Bank Transfer,Completed,Spring 2025
PAY002643,STU000591,2024-02-20,495332,Cash,Failed,Spring 2024
PAY002644,STU000592,2025-10-22,778765,Mobile Money,Failed,Spring 2025
PAY002645,STU000592,2025-03-11,745084,Mobile Money,Failed,Fall 2024
PAY002646,STU000592,2024-02-27,746169,Mobile Money,Completed,Spring 2024
PAY002647,STU000592,2025-05-29,719762,Credit Card,Completed,Spring 2024
PAY002648,STU000592,2024-06-02,779087,Mobile Money,Completed,Fall 2024
PAY002649,STU000592,2024-11-11,762086,Mobile Money,Pending,Spring 2024
PAY002650,STU000592,2025-07-09,729705,Credit Card,Pending,Fall 2023
PAY002651,STU000593,2024-07-26,502048,Bank Transfer,Completed,Spring 2025
PAY002652,STU000593,2025-10-03,517036,Mobile Money,Pending,Spring 2025
PAY002653,STU000593,2025-07-18,516278,Mobile Money,Completed,Spring 2025
PAY002654,STU000593,2025-10-10,462932,Bank Transfer,Pending,Fall 2023
PAY002655,STU000593,2025-06-12,501960,Bank Transfer,Pending,Spring 2024
PAY002656,STU000593,2024-04-26,538836,Mobile Money,Failed,Fall 2023
PAY002657,STU000594,2023-11-25,1299882,Cash,Failed,Fall 2024
PAY002658,STU000594,2024-10-02,1262714,Mobile Money,Pending,Spring 2025
PAY002659,STU000594,2025-02-23,1217173,Mobile Money,Completed,Spring 2024
PAY002660,STU000594,2023-12-12,1220023,Mobile Money,Completed,Fall 2023
PAY002661,STU000594,2024-02-08,1213910,Cash,Pending,Spring 2024
PAY002662,STU000594,2024-11-29,1273428,Mobile Money,Failed,Spring 2024
PAY002663,STU000594,2025-05-20,1296239,Cash,Pending,Fall 2023
PAY002664,STU000594,2024-10-28,1223991,Cash,Completed,Fall 2024
PAY002665,STU000595,2025-03-15,1283287,Credit Card,Completed,Fall 2023
PAY002666,STU000596,2025-02-13,502011,Credit Card,Pending,Fall 2023
PAY002667,STU000596,2025-03-22,450827,Credit Card,Failed,Fall 2024
PAY002668,STU000597,2025-07-17,1035616,Cash,Completed,Fall 2023
PAY002669,STU000597,2024-01-13,959402,Mobile Money,Pending,Spring 2024
PAY002670,STU000597,2024-10-04,1036651,Bank Transfer,Failed,Fall 2024
PAY002671,STU000597,2024-01-09,1002336,Mobile Money,Failed,Spring 2025
PAY002672,STU000598,2025-09-15,1241134,Cash,Pending,Fall 2023
PAY002673,STU000598,2024-11-13,1241736,Cash,Failed,Fall 2023
PAY002674,STU000598,2025-05-24,1282078,Bank Transfer,Pending,Fall 2023
PAY002675,STU000598,2024-09-06,1294421,Cash,Completed,Fall 2023
PAY002676,STU000598,2024-04-18,1288241,Cash,Pending,Spring 2025
PAY002677,STU000598,2025-02-13,1202216,Bank Transfer,Failed,Spring 2025
PAY002678,STU000599,2024-08-14,1021712,Credit Card,Pending,Spring 2024
PAY002679,STU000599,2025-09-18,1012542,Bank Transfer,Completed,Fall 2023
PAY002680,STU000599,2025-03-04,972115,Credit Card,Completed,Fall 2023
PAY002681,STU000599,2025-09-07,1031625,Credit Card,Completed,Spring 2024
PAY002682,STU000600,2025-01-08,709606,Mobile Money,Failed,Spring 2024
PAY002683,STU000600,2024-09-04,781304,Credit Card,Pending,Spring 2025
PAY002684,STU000601,2024-04-18,518579,Credit Card,Completed,Fall 2023
PAY002685,STU000601,2025-06-03,505884,Credit Card,Pending,Spring 2024
PAY002686,STU000601,2025-08-29,528897,Mobile Money,Completed,Spring 2025
PAY002687,STU000601,2024-01-21,501039,Bank Transfer,Pending,Fall 2024
PAY002688,STU000601,2023-12-07,525599,Credit Card,Failed,Spring 2025
PAY002689,STU000601,2024-11-23,481094,Mobile Money,Failed,Fall 2024
PAY002690,STU000601,2025-04-25,465111,Bank Transfer,Failed,Spring 2025
PAY002691,STU000602,2025-05-10,954047,Cash,Completed,Spring 2024
PAY002692,STU000602,2025-07-14,968970,Bank Transfer,Completed,Fall 2023
PAY002693,STU000602,2024-03-28,959077,Cash,Completed,Fall 2024
PAY002694,STU000602,2024-07-09,999563,Cash,Pending,Spring 2025
PAY002695,STU000602,2025-02-01,1012906,Bank Transfer,Failed,Fall 2023
PAY002696,STU000602,2025-11-17,968386,Credit Card,Failed,Spring 2025
PAY002697,STU000603,2025-01-06,1021402,Credit Card,Pending,Spring 2025
PAY002698,STU000603,2025-01-18,1025025,Credit Card,Failed,Spring 2025
PAY002699,STU000603,2025-01-06,961668,Credit Card,Completed,Spring 2025
PAY002700,STU000603,2024-11-28,1005919,Bank Transfer,Pending,Fall 2024
PAY002701,STU000603,2025-10-16,953021,Credit Card,Completed,Fall 2024
PAY002702,STU000603,2024-12-31,1041623,Mobile Money,Pending,Spring 2024
PAY002703,STU000603,2025-10-11,1027183,Credit Card,Pending,Spring 2025
PAY002704,STU000604,2024-08-24,1210364,Bank Transfer,Failed,Fall 2024
PAY002705,STU000604,2025-07-01,1274620,Credit Card,Completed,Fall 2024
PAY002706,STU000604,2025-04-22,1206494,Cash,Failed,Spring 2025
PAY002707,STU000605,2024-11-07,745844,Bank Transfer,Completed,Spring 2024
PAY002708,STU000606,2023-12-29,1227049,Credit Card,Pending,Spring 2024
PAY002709,STU000606,2025-08-30,1241158,Cash,Failed,Fall 2024
PAY002710,STU000606,2024-03-02,1251573,Cash,Pending,Spring 2025
PAY002711,STU000606,2024-01-15,1256967,Mobile Money,Pending,Fall 2024
PAY002712,STU000606,2025-02-23,1238293,Mobile Money,Pending,Fall 2024
PAY002713,STU000606,2025-09-05,1240023,Bank Transfer,Pending,Spring 2024
PAY002714,STU000606,2024-03-06,1231779,Cash,Pending,Spring 2025
PAY002715,STU000606,2025-01-31,1229676,Cash,Pending,Fall 2024
PAY002716,STU000607,2025-06-22,729429,Bank Transfer,Failed,Fall 2024
PAY002717,STU000608,2024-03-09,794758,Credit Card,Failed,Spring 2024
PAY002718,STU000608,2024-04-08,787688,Cash,Completed,Spring 2024
PAY002719,STU000608,2025-06-10,713580,Bank Transfer,Failed,Spring 2025
PAY002720,STU000608,2025-07-09,708022,Mobile Money,Completed,Spring 2025
PAY002721,STU000608,2025-10-05,762774,Cash,Pending,Fall 2024
PAY002722,STU000608,2025-05-05,737626,Credit Card,Pending,Fall 2024
PAY002723,STU000608,2024-07-23,776756,Mobile Money,Completed,Fall 2023
PAY002724,STU000609,2025-10-06,489553,Cash,Failed,Spring 2025
PAY002725,STU000609,2025-01-11,500004,Bank Transfer,Completed,Spring 2024
PAY002726,STU000609,2024-04-17,457157,Bank Transfer,Completed,Fall 2024
PAY002727,STU000609,2025-08-01,467873,Bank Transfer,Completed,Spring 2025
PAY002728,STU000610,2024-11-19,1269306,Credit Card,Completed,Fall 2024
PAY002729,STU000610,2024-04-01,1244221,Credit Card,Completed,Spring 2025
PAY002730,STU000610,2025-08-30,1275191,Mobile Money,Completed,Fall 2024
PAY002731,STU000610,2023-11-27,1247250,Cash,Completed,Fall 2024
PAY002732,STU000610,2023-12-07,1242894,Credit Card,Pending,Spring 2024
PAY002733,STU000610,2025-08-24,1209499,Mobile Money,Failed,Fall 2024
PAY002734,STU000611,2025-01-19,724060,Mobile Money,Pending,Spring 2024
PAY002735,STU000612,2025-03-09,475546,Cash,Pending,Fall 2024
PAY002736,STU000612,2025-05-15,484750,Credit Card,Completed,Fall 2023
PAY002737,STU000612,2025-10-30,489486,Mobile Money,Failed,Spring 2025
PAY002738,STU000613,2024-05-14,1203672,Bank Transfer,Failed,Fall 2024
PAY002739,STU000613,2023-11-22,1292778,Mobile Money,Failed,Fall 2024
PAY002740,STU000613,2024-10-24,1298731,Bank Transfer,Completed,Fall 2023
PAY002741,STU000613,2024-01-26,1286856,Credit Card,Pending,Fall 2024
PAY002742,STU000613,2025-09-14,1261055,Cash,Completed,Fall 2023
PAY002743,STU000613,2025-01-13,1227241,Cash,Completed,Spring 2024
PAY002744,STU000613,2025-03-30,1270328,Cash,Completed,Spring 2024
PAY002745,STU000614,2024-09-12,1001228,Cash,Completed,Spring 2025
PAY002746,STU000614,2024-12-09,1045660,Mobile Money,Completed,Spring 2024
PAY002747,STU000614,2025-07-05,1018198,Mobile Money,Failed,Spring 2024
PAY002748,STU000615,2025-11-02,717621,Cash,Pending,Fall 2023
PAY002749,STU000616,2025-11-08,730110,Bank Transfer,Completed,Spring 2024
PAY002750,STU000616,2025-03-04,753515,Credit Card,Pending,Fall 2023
PAY002751,STU000616,2023-12-11,716102,Credit Card,Pending,Fall 2024
PAY002752,STU000616,2025-11-08,757349,Credit Card,Completed,Spring 2025
PAY002753,STU000617,2025-03-08,1048093,Bank Transfer,Completed,Fall 2024
PAY002754,STU000617,2024-01-31,998522,Mobile Money,Completed,Fall 2023
PAY002755,STU000617,2025-05-25,980255,Cash,Pending,Spring 2024
PAY002756,STU000617,2025-03-23,953806,Mobile Money,Pending,Spring 2024
PAY002757,STU000617,2025-10-02,966653,Cash,Pending,Fall 2023
PAY002758,STU000617,2024-04-02,1047176,Bank Transfer,Completed,Spring 2025
PAY002759,STU000618,2024-01-11,717354,Cash,Completed,Fall 2024
PAY002760,STU000618,2025-09-20,757586,Credit Card,Pending,Spring 2025
PAY002761,STU000618,2025-08-06,762427,Credit Card,Pending,Fall 2024
PAY002762,STU000619,2024-02-20,528737,Mobile Money,Pending,Fall 2023
PAY002763,STU000619,2024-10-19,497154,Mobile Money,Failed,Spring 2025
PAY002764,STU000619,2025-06-14,538819,Credit Card,Failed,Spring 2024
PAY002765,STU000619,2024-12-06,516294,Bank Transfer,Completed,Spring 2024
PAY002766,STU000619,2024-12-29,528485,Bank Transfer,Failed,Fall 2024
PAY002767,STU000619,2024-10-20,501668,Cash,Failed,Fall 2024
PAY002768,STU000619,2024-06-17,544988,Mobile Money,Completed,Spring 2025
PAY002769,STU000620,2024-08-13,775157,Bank Transfer,Completed,Fall 2023
PAY002770,STU000620,2025-07-08,711080,Bank Transfer,Completed,Fall 2023
PAY002771,STU000620,2024-05-24,760016,Bank Transfer,Completed,Fall 2024
PAY002772,STU000620,2023-12-15,772456,Credit Card,Failed,Fall 2023
PAY002773,STU000621,2025-09-29,1263534,Cash,Failed,Fall 2023
PAY002774,STU000621,2024-02-13,1229561,Mobile Money,Pending,Fall 2023
PAY002775,STU000622,2025-05-20,1028404,Cash,Failed,Fall 2023
PAY002776,STU000622,2024-07-01,963372,Mobile Money,Completed,Spring 2024
PAY002777,STU000622,2024-07-02,1000831,Cash,Completed,Spring 2024
PAY002778,STU000622,2024-04-27,1009559,Mobile Money,Completed,Fall 2023
PAY002779,STU000622,2024-11-14,987914,Mobile Money,Completed,Fall 2023
PAY002780,STU000623,2024-10-29,789014,Cash,Failed,Fall 2024
PAY002781,STU000623,2024-03-23,784678,Credit Card,Completed,Spring 2024
PAY002782,STU000623,2025-11-17,790748,Mobile Money,Completed,Fall 2024
PAY002783,STU000623,2025-01-21,739589,Credit Card,Completed,Fall 2024
PAY002784,STU000623,2024-06-22,767969,Credit Card,Failed,Fall 2024
PAY002785,STU000623,2025-11-06,735515,Credit Card,Completed,Spring 2024
PAY002786,STU000623,2025-11-08,749045,Credit Card,Failed,Fall 2024
PAY002787,STU000624,2025-05-08,1039374,Credit Card,Pending,Fall 2024
PAY002788,STU000624,2024-02-19,1042011,Mobile Money,Pending,Spring 2025
PAY002789,STU000625,2024-03-16,797134,Cash,Pending,Spring 2024
PAY002790,STU000625,2025-02-17,724246,Credit Card,Pending,Spring 2025
PAY002791,STU000625,2024-12-27,722347,Mobile Money,Pending,Spring 2024
PAY002792,STU000625,2025-11-01,754835,Bank Transfer,Pending,Fall 2024
PAY002793,STU000626,2024-03-09,717540,Bank Transfer,Failed,Fall 2024
PAY002794,STU000626,2024-04-11,795043,Mobile Money,Completed,Fall 2024
PAY002795,STU000627,2024-12-23,503806,Mobile Money,Completed,Spring 2024
PAY002796,STU000627,2024-03-23,491647,Cash,Failed,Spring 2025
PAY002797,STU000628,2025-03-13,1260722,Mobile Money,Failed,Spring 2025
PAY002798,STU000628,2025-05-26,1281582,Cash,Failed,Spring 2024
PAY002799,STU000628,2025-10-06,1256552,Credit Card,Completed,Fall 2024
PAY002800,STU000628,2024-01-09,1233975,Bank Transfer,Failed,Fall 2024
PAY002801,STU000629,2025-04-23,794876,Bank Transfer,Completed,Fall 2023
PAY002802,STU000629,2025-10-05,735731,Mobile Money,Failed,Spring 2024
PAY002803,STU000630,2025-05-21,469901,Bank Transfer,Completed,Fall 2023
PAY002804,STU000630,2024-11-02,548196,Cash,Failed,Fall 2023
PAY002805,STU000631,2024-08-30,771229,Credit Card,Failed,Spring 2025
PAY002806,STU000631,2024-10-03,739053,Bank Transfer,Completed,Fall 2023
PAY002807,STU000631,2024-05-24,742823,Cash,Failed,Fall 2023
